2023-03-24 00:14:42,407 - '.'
2023-03-24 00:14:43,532 - 'b'
2023-03-24 00:14:43,575 - 'a'
2023-03-24 00:14:43,720 - 'r'
2023-03-24 00:14:43,868 - 'b'
2023-03-24 00:14:44,382 - 'o'
2023-03-24 00:14:44,523 - 's'
2023-03-24 00:14:44,574 - 'a'
2023-03-24 00:14:44,743 - Key.backspace
2023-03-24 00:14:44,906 - Key.backspace
2023-03-24 00:14:45,278 - 's'
2023-03-24 00:14:45,358 - 'a'
2023-03-24 00:14:46,695 - '@'
2023-03-24 00:14:47,513 - 'o'
2023-03-24 00:14:48,353 - 't'
2023-03-24 00:14:48,528 - 'e'
2023-03-24 00:14:48,719 - 'r'
2023-03-24 00:14:49,311 - 'i'
2023-03-24 00:14:49,464 - 'a'
2023-03-24 00:14:49,924 - Key.shift
2023-03-24 00:14:50,112 - '.'
2023-03-24 00:14:51,043 - 'f'
2023-03-24 00:14:51,166 - 'r'
2023-03-24 00:15:02,934 - 's'
2023-03-24 00:15:03,046 - 'a'
2023-03-24 00:15:03,839 - 'm'
2023-03-24 00:15:04,659 - Key.shift
2023-03-24 00:15:04,855 - '.'
2023-03-24 00:15:05,149 - 'b'
2023-03-24 00:15:05,217 - 'a'
2023-03-24 00:15:05,361 - 'r'
2023-03-24 00:15:05,519 - 'b'
2023-03-24 00:15:06,015 - 'o'
2023-03-24 00:15:06,079 - 's'
2023-03-24 00:15:06,176 - 'a'
2023-03-24 00:15:08,627 - '@'
2023-03-24 00:15:09,293 - 'o'
2023-03-24 00:15:09,720 - 't'
2023-03-24 00:15:09,848 - 'e'
2023-03-24 00:15:10,007 - 'r'
2023-03-24 00:15:10,569 - 'i'
2023-03-24 00:15:10,678 - 'a'
2023-03-24 00:15:10,882 - Key.shift
2023-03-24 00:15:11,021 - ';'
2023-03-24 00:15:11,216 - 'f'
2023-03-24 00:15:11,316 - 'r'
2023-03-24 00:15:12,776 - Key.backspace
2023-03-24 00:15:12,907 - Key.shift
2023-03-24 00:15:13,115 - '.'
2023-03-24 00:18:05,598 - 'n'
2023-03-24 00:18:05,695 - 'e'
2023-03-24 00:18:05,815 - 't'
2023-03-24 00:18:08,060 - 'c'
2023-03-24 00:18:09,357 - 'a'
2023-03-24 00:18:09,943 - 'd'
2023-03-24 00:18:23,164 - 'a'
2023-03-24 00:18:23,402 - 'c'
2023-03-24 00:18:23,562 - 't'
2023-03-24 00:19:48,363 - 's'
2023-03-24 00:19:48,417 - 'a'
2023-03-24 00:19:48,599 - 'm'
2023-03-24 00:19:49,377 - Key.shift
2023-03-24 00:19:49,561 - '.'
2023-03-24 00:19:50,578 - 'b'
2023-03-24 00:19:50,618 - 'a'
2023-03-24 00:19:50,797 - 'r'
2023-03-24 00:19:50,973 - 'b'
2023-03-24 00:19:51,528 - 'o'
2023-03-24 00:19:51,605 - 's'
2023-03-24 00:19:51,701 - 'a'
2023-03-24 00:19:54,876 - '@'
2023-03-24 00:19:55,110 - 'o'
2023-03-24 00:19:56,010 - 't'
2023-03-24 00:19:56,130 - 'e'
2023-03-24 00:19:56,346 - 'r'
2023-03-24 00:19:56,535 - 'i'
2023-03-24 00:19:56,641 - 'a'
2023-03-24 00:19:57,287 - Key.shift
2023-03-24 00:19:57,555 - '.'
2023-03-24 00:19:57,760 - 'f'
2023-03-24 00:19:57,876 - 'r'
2023-03-24 00:22:45,302 - '-'
2023-03-24 00:22:46,304 - Key.space
2023-03-24 00:22:46,492 - 'c'
2023-03-24 00:22:46,702 - 'o'
2023-03-24 00:22:47,333 - 'n'
2023-03-24 00:22:47,478 - 'c'
2023-03-24 00:22:48,436 - 't'
2023-03-24 00:22:48,576 - 'a'
2023-03-24 00:22:49,143 - 't'
2023-03-24 00:22:49,245 - 'e'
2023-03-24 00:22:49,385 - 'r'
2023-03-24 00:23:00,213 - Key.backspace
2023-03-24 00:23:00,900 - Key.right
2023-03-24 00:23:01,289 - Key.right
2023-03-24 00:23:01,424 - 'c'
2023-03-24 00:23:02,021 - Key.right
2023-03-24 00:23:02,218 - Key.right
2023-03-24 00:23:02,384 - Key.right
2023-03-24 00:23:02,523 - Key.right
2023-03-24 00:23:04,051 - Key.space
2023-03-24 00:23:18,345 - Key.cmd
2023-03-24 00:23:18,506 - 'c'
2023-03-24 00:23:20,216 - Key.cmd
2023-03-24 00:23:20,521 - Key.space
2023-03-24 00:23:20,861 - 'v'
2023-03-24 00:23:25,922 - Key.cmd
2023-03-24 00:23:26,110 - 'v'
2023-03-24 00:23:28,903 - Key.backspace
2023-03-24 00:23:29,483 - Key.backspace
2023-03-24 00:23:29,786 - Key.backspace
2023-03-24 00:23:32,833 - Key.enter
2023-03-24 00:23:42,732 - 't'
2023-03-24 00:23:42,824 - 'e'
2023-03-24 00:23:42,944 - 'r'
2023-03-24 00:23:43,449 - Key.backspace
2023-03-24 00:23:43,595 - Key.backspace
2023-03-24 00:23:43,713 - Key.backspace
2023-03-24 00:23:43,816 - Key.backspace
2023-03-24 00:23:44,578 - Key.shift
2023-03-24 00:23:45,614 - '#'
2023-03-24 00:23:46,238 - Key.backspace
2023-03-24 00:23:47,670 - Key.space
2023-03-24 00:23:48,103 - Key.backspace
2023-03-24 00:23:48,257 - Key.backspace
2023-03-24 00:23:50,095 - 't'
2023-03-24 00:23:50,234 - 'e'
2023-03-24 00:23:50,322 - 'r'
2023-03-24 00:23:50,868 - 'm'
2023-03-24 00:23:51,099 - 'i'
2023-03-24 00:23:51,318 - 'n'
2023-03-24 00:23:51,440 - 'e'
2023-03-24 00:23:51,540 - 'r'
2023-03-24 00:23:52,253 - Key.space
2023-03-24 00:23:54,404 - Key.backspace
2023-03-24 00:23:54,534 - Key.backspace
2023-03-24 00:23:54,658 - Key.backspace
2023-03-24 00:23:54,754 - Key.backspace
2023-03-24 00:23:55,081 - Key.backspace
2023-03-24 00:23:55,226 - Key.backspace
2023-03-24 00:23:55,340 - Key.backspace
2023-03-24 00:23:55,425 - Key.backspace
2023-03-24 00:23:55,562 - Key.backspace
2023-03-24 00:23:55,682 - Key.backspace
2023-03-24 00:23:56,073 - '-'
2023-03-24 00:23:56,660 - 'f'
2023-03-24 00:23:56,981 - Key.space
2023-03-24 00:23:57,378 - Key.backspace
2023-03-24 00:23:57,536 - Key.backspace
2023-03-24 00:23:57,652 - Key.space
2023-03-24 00:23:59,584 - 't'
2023-03-24 00:23:59,762 - 'e'
2023-03-24 00:23:59,894 - 'r'
2023-03-24 00:24:00,401 - 'm'
2023-03-24 00:24:00,641 - 'i'
2023-03-24 00:24:00,853 - 'n'
2023-03-24 00:24:00,953 - 'e'
2023-03-24 00:24:01,061 - 'r'
2023-03-24 00:24:02,496 - Key.space
2023-03-24 00:24:02,631 - 'l'
2023-03-24 00:24:02,722 - 'a'
2023-03-24 00:24:03,413 - 'n'
2023-03-24 00:24:03,651 - 'g'
2023-03-24 00:24:04,414 - 'a'
2023-03-24 00:24:04,563 - 'g'
2023-03-24 00:24:04,694 - 'e'
2023-03-24 00:24:05,236 - Key.space
2023-03-24 00:24:05,359 - 'c'
2023-03-24 00:24:06,104 - Key.enter
2023-03-24 00:24:10,604 - '-'
2023-03-24 00:24:10,948 - 'c'
2023-03-24 00:24:11,481 - 'o'
2023-03-24 00:24:11,686 - 'm'
2023-03-24 00:24:11,809 - 'm'
2023-03-24 00:24:11,907 - 'e'
2023-03-24 00:24:12,015 - 'r'
2023-03-24 00:24:13,004 - Key.backspace
2023-03-24 00:24:13,397 - 'n'
2023-03-24 00:24:13,495 - 'c'
2023-03-24 00:24:13,616 - 'e'
2023-03-24 00:24:13,788 - 'r'
2023-03-24 00:24:13,957 - Key.space
2023-03-24 00:24:14,141 - 'l'
2023-03-24 00:24:14,200 - 'e'
2023-03-24 00:24:14,320 - Key.space
2023-03-24 00:24:14,481 - 'r'
2023-03-24 00:24:14,721 - 'é'
2023-03-24 00:24:14,994 - 's'
2023-03-24 00:24:15,339 - 'e'
2023-03-24 00:24:15,436 - 'a'
2023-03-24 00:24:15,578 - 'u'
2023-03-24 00:24:19,339 - Key.space
2023-03-24 00:24:20,797 - Key.enter
2023-03-24 00:24:28,946 - '-'
2023-03-24 00:24:30,182 - 'v'
2023-03-24 00:24:30,360 - 'o'
2023-03-24 00:24:30,559 - 'i'
2023-03-24 00:24:30,680 - 'r'
2023-03-24 00:24:31,518 - Key.space
2023-03-24 00:24:32,223 - 'r'
2023-03-24 00:24:32,439 - 'o'
2023-03-24 00:24:32,568 - 'o'
2023-03-24 00:24:32,708 - 't'
2023-03-24 00:24:32,967 - Key.space
2023-03-24 00:24:33,119 - 'm'
2023-03-24 00:24:33,226 - 'e'
2023-03-24 00:24:35,451 - Key.space
2023-03-24 00:24:35,857 - Key.enter
2023-03-24 00:24:42,013 - '-'
2023-03-24 00:24:43,212 - Key.space
2023-03-24 00:24:43,312 - 'c'
2023-03-24 00:24:43,531 - 'u'
2023-03-24 00:24:43,766 - 'l'
2023-03-24 00:24:44,266 - 't'
2023-03-24 00:24:44,433 - 'u'
2023-03-24 00:24:44,561 - 'e'
2023-03-24 00:24:44,661 - 'r'
2023-03-24 00:24:45,035 - Key.backspace
2023-03-24 00:24:45,193 - Key.backspace
2023-03-24 00:24:45,318 - 'r'
2023-03-24 00:24:45,426 - 'e'
2023-03-24 00:24:45,964 - Key.space
2023-03-24 00:24:46,104 - Key.space
2023-03-24 00:24:46,156 - 'c'
2023-03-24 00:24:46,370 - 'y'
2023-03-24 00:24:46,574 - 'b'
2023-03-24 00:24:46,642 - 'e'
2023-03-24 00:24:46,738 - 'r'
2023-03-24 00:24:47,637 - Key.left
2023-03-24 00:24:47,769 - Key.left
2023-03-24 00:24:47,873 - Key.left
2023-03-24 00:24:47,984 - Key.left
2023-03-24 00:24:48,100 - Key.left
2023-03-24 00:24:48,603 - Key.backspace
2023-03-24 00:24:49,621 - Key.backspace
2023-03-24 00:24:49,721 - Key.space
2023-03-24 00:24:50,892 - '-'
2023-03-24 00:24:51,059 - Key.space
2023-03-24 00:24:52,344 - 'a'
2023-03-24 00:24:52,487 - 'm'
2023-03-24 00:24:52,666 - 'é'
2023-03-24 00:24:52,781 - 'l'
2023-03-24 00:24:53,478 - 'i'
2023-03-24 00:24:53,622 - 'o'
2023-03-24 00:24:53,729 - 'r'
2023-03-24 00:24:53,822 - 'e'
2023-03-24 00:24:53,962 - 'r'
2023-03-24 00:24:54,708 - Key.space
2023-03-24 00:24:55,262 - 'm'
2023-03-24 00:24:55,362 - 'a'
2023-03-24 00:24:55,722 - Key.space
2023-03-24 00:24:56,226 - Key.enter
2023-03-24 00:27:06,360 - 'a'
2023-03-24 00:27:06,525 - 'p'
2023-03-24 00:27:06,670 - 'p'
2023-03-24 00:27:06,823 - 'r'
2023-03-24 00:27:06,968 - 'e'
2023-03-24 00:27:07,163 - 'n'
2023-03-24 00:27:07,336 - 'd'
2023-03-24 00:27:07,590 - 'r'
2023-03-24 00:27:07,707 - 'e'
2023-03-24 00:27:07,859 - Key.space
2023-03-24 00:27:08,008 - 'l'
2023-03-24 00:27:08,085 - 'a'
2023-03-24 00:27:08,205 - Key.space
2023-03-24 00:27:08,392 - 'c'
2023-03-24 00:27:08,531 - 'u'
2023-03-24 00:27:08,704 - 'l'
2023-03-24 00:27:08,812 - 't'
2023-03-24 00:27:09,225 - 'u'
2023-03-24 00:27:10,613 - 'r'
2023-03-24 00:27:10,712 - 'e'
2023-03-24 00:27:11,037 - Key.space
2023-03-24 00:27:11,255 - 'c'
2023-03-24 00:27:11,552 - 'y'
2023-03-24 00:27:11,556 - 'u'
2023-03-24 00:27:11,733 - 'b'
2023-03-24 00:27:11,828 - 'e'
2023-03-24 00:27:11,918 - 'r'
2023-03-24 00:27:12,256 - Key.enter
2023-03-24 00:29:31,656 - 'r'
2023-03-24 00:29:31,812 - 'o'
2023-03-24 00:29:31,967 - 'o'
2023-03-24 00:29:32,473 - 't'
2023-03-24 00:29:33,162 - Key.space
2023-03-24 00:29:33,357 - 'm'
2023-03-24 00:29:33,467 - 'e'
2023-03-24 00:29:33,793 - Key.enter
2023-03-24 00:30:16,657 - 'r'
2023-03-24 00:30:17,135 - 'o'
2023-03-24 00:30:17,310 - 'o'
2023-03-24 00:30:18,479 - Key.enter
2023-03-24 00:31:41,715 - Key.left
2023-03-24 00:31:42,175 - Key.left
2023-03-24 00:31:42,871 - Key.left
2023-03-24 00:31:43,775 - Key.right
2023-03-24 00:32:46,277 - 't'
2023-03-24 00:32:46,464 - 'r'
2023-03-24 00:32:46,877 - 'y'
2023-03-24 00:32:47,715 - Key.enter
2023-03-24 00:37:44,164 - 'p'
2023-03-24 00:37:44,652 - 'y'
2023-03-24 00:37:44,852 - 't'
2023-03-24 00:37:45,023 - 'h'
2023-03-24 00:37:45,482 - 'o'
2023-03-24 00:37:45,734 - 'n'
2023-03-24 00:37:57,325 - Key.backspace
2023-03-24 00:37:57,473 - Key.backspace
2023-03-24 00:37:57,596 - Key.backspace
2023-03-24 00:37:57,720 - Key.backspace
2023-03-24 00:37:57,833 - Key.backspace
2023-03-24 00:37:57,948 - Key.backspace
2023-03-24 00:42:28,904 - Key.space
2023-03-24 00:42:29,268 - 'p'
2023-03-24 00:42:29,878 - 'a'
2023-03-24 00:42:30,210 - 'r'
2023-03-24 00:42:30,607 - Key.space
2023-03-24 00:43:17,538 - <179>
2023-03-24 00:47:15,270 - Key.cmd
2023-03-24 00:47:15,460 - 'c'
2023-03-24 00:47:18,191 - Key.cmd
2023-03-24 00:47:18,329 - 'v'
2023-03-24 00:47:19,702 - Key.backspace
2023-03-24 00:47:19,776 - Key.backspace
2023-03-24 00:47:20,911 - Key.backspace
2023-03-24 00:47:20,943 - Key.backspace
2023-03-24 00:47:20,977 - Key.backspace
2023-03-24 00:47:21,011 - Key.backspace
2023-03-24 00:47:21,045 - Key.backspace
2023-03-24 00:47:21,078 - Key.backspace
2023-03-24 00:47:21,112 - Key.backspace
2023-03-24 00:47:21,145 - Key.backspace
2023-03-24 00:47:21,179 - Key.backspace
2023-03-24 00:47:21,212 - Key.backspace
2023-03-24 00:47:21,245 - Key.backspace
2023-03-24 00:47:21,279 - Key.backspace
2023-03-24 00:47:21,312 - Key.backspace
2023-03-24 00:47:21,345 - Key.backspace
2023-03-24 00:47:21,378 - Key.backspace
2023-03-24 00:47:21,412 - Key.backspace
2023-03-24 00:47:21,445 - Key.backspace
